0	0	deny	98	1
0	0	deny	98	1
0	0	deny	98	1
0	0	deny	98	1
0	0	deny	82	1
0	0	deny	98	1
0	0	deny	98	1
0	0	deny	60	1
0	0	deny	98	1
0	0	deny	60	1
0	0	deny	60	1
0	0	deny	94	1
0	0	deny	70	1
0	0	deny	156	2
0	0	deny	156	2
0	0	deny	156	2
0	0	deny	156	2
0	0	deny	102	1
0	0	deny	70	1
0	0	deny	70	1
0	0	deny	98	1
0	0	deny	98	1
0	0	deny	98	1
0	0	deny	98	1
0	0	deny	98	1
0	0	deny	98	1
0	0	deny	98	1
0	0	deny	98	1
0	0	deny	74	1
0	0	deny	70	1
0	0	deny	156	2
0	0	deny	156	2
0	0	deny	156	2
0	0	deny	156	2
0	0	deny	82	1
0	0	deny	210	3
0	0	deny	140	2
0	0	deny	98	1
0	0	deny	98	1
0	0	deny	98	1
0	0	deny	98	1
0	0	deny	98	1
0	0	deny	98	1
0	0	deny	98	1
0	0	deny	98	1
0	0	deny	185	1
0	0	deny	102	1
0	0	deny	156	2
0	0	deny	156	2
0	0	deny	156	2
0	0	deny	156	2
0	0	deny	82	1
0	0	deny	164	2
0	0	deny	70	1
0	0	deny	98	1
0	0	deny	98	1
0	0	deny	98	1
0	0	deny	98	1
0	0	deny	70	1
0	0	deny	70	1
0	0	deny	110	1
0	0	deny	98	1
0	0	deny	98	1
0	0	deny	156	2
0	0	deny	156	2
0	0	deny	156	2
0	0	deny	156	2
0	0	deny	98	1
0	0	deny	98	1
0	0	deny	98	1
0	0	deny	98	1
0	0	deny	98	1
0	0	deny	60	1
0	0	deny	98	1
0	0	deny	98	1
0	0	deny	98	1
0	0	deny	98	1
0	0	deny	98	1
0	0	deny	70	1
0	0	deny	70	1
0	0	deny	182	1
0	0	deny	60	1
0	0	deny	60	1
0	0	deny	156	2
0	0	deny	156	2
0	0	deny	156	2
0	0	deny	156	2
0	0	deny	60	1
9518	1	deny	100	1
42608	1	deny	62	1
42608	1	deny	62	1
42608	1	deny	62	1
3090	1	deny	62	1
61911	1	deny	146	1
39380	1	deny	146	1
3090	1	deny	66	1
61406	1	deny	78	1
3090	1	deny	66	1
51413	1	deny	72	1
51413	1	deny	72	1
56306	1	deny	146	1
6943	1	deny	100	1
35812	1	deny	146	1
51490	1	deny	100	1
51244	1	deny	100	1
56494	1	deny	146	1
14148	1	deny	62	1
43323	1	deny	62	1
53500	1	deny	66	1
14148	1	deny	66	1
31500	1	deny	146	1
43323	1	deny	62	1
53500	1	deny	66	1
14148	1	deny	66	1
61000	1	deny	146	1
53500	1	deny	66	1
43323	1	deny	62	1
45682	1	deny	62	1
55373	1	deny	66	1
47037	1	deny	62	1
18623	1	deny	66	1
58131	1	deny	146	1
45682	1	deny	62	1
55373	1	deny	66	1
47037	1	deny	62	1
18623	1	deny	66	1
45682	1	deny	62	1
55373	1	deny	66	1
47037	1	deny	62	1
18623	1	deny	66	1
17027	1	deny	62	1
60133	1	deny	62	1
17027	1	deny	62	1
60133	1	deny	66	1
50804	1	deny	62	1
17027	1	deny	62	1
60133	1	deny	66	1
52160	1	deny	145	1
45410	1	deny	62	1
56946	1	deny	66	1
50804	1	deny	62	1
62827	1	deny	66	1
50804	1	deny	62	1
45410	1	deny	62	1
56946	1	deny	66	1
45410	1	deny	62	1
56946	1	deny	66	1
57098	1	deny	78	1
8999	1	deny	62	1
8999	1	deny	146	1
51413	1	deny	72	1
57896	1	deny	100	1
51413	1	deny	72	1
42453	17	deny	60	1
57172	17	deny	60	1
51769	17	deny	60	1
35894	17	deny	60	1
59324	17	deny	60	1
33062	17	deny	60	1
58021	17	deny	60	1
35015	17	deny	60	1
59236	17	deny	60	1
56463	17	deny	60	1
34193	17	deny	60	1
52318	17	deny	60	1
40100	17	deny	60	1
38683	17	deny	60	1
45082	17	deny	60	1
38980	17	deny	60	1
58458	17	deny	60	1
39161	17	deny	60	1
53472	17	deny	60	1
26048	21	deny	60	1
26048	21	deny	60	1
26048	21	deny	60	1
6666	21	deny	60	1
43916	21	deny	60	1
43916	21	deny	60	1
43916	21	deny	60	1
26048	21	deny	60	1
43916	21	deny	60	1
43916	21	deny	60	1
43916	21	deny	60	1
43916	21	deny	60	1
43916	21	deny	60	1
43916	21	deny	60	1
62908	21	deny	60	1
62907	21	deny	60	1
6666	21	deny	60	1
6666	21	deny	60	1
51414	22	deny	60	1
36005	22	deny	60	1
49220	22	deny	60	1
51414	22	deny	60	1
51414	22	deny	60	1
51414	22	deny	60	1
51414	22	deny	60	1
28792	22	deny	60	1
51414	22	deny	60	1
47730	22	deny	60	1
51414	22	deny	60	1
51414	22	deny	60	1
53193	22	deny	295	4
13418	22	deny	60	1
49630	22	deny	295	4
51414	22	deny	60	1
55600	22	deny	60	1
51414	22	deny	60	1
28110	22	deny	60	1
36151	22	deny	60	1
56949	22	deny	60	1
11876	22	deny	60	1
55600	22	deny	60	1
51414	22	deny	60	1
51414	22	deny	60	1
59373	22	deny	295	4
32997	22	deny	60	1
55600	22	deny	60	1
51414	22	deny	60	1
49482	22	deny	60	1
51414	22	deny	60	1
51414	22	deny	60	1
48080	22	deny	60	1
51414	22	deny	60	1
34997	22	deny	60	1
16826	22	deny	60	1
51414	22	deny	60	1
55600	22	deny	60	1
55600	22	deny	60	1
38637	22	deny	60	1
50116	22	deny	60	1
51414	22	deny	60	1
51414	22	deny	60	1
64891	22	deny	60	1
